"sektor","kön","månad","tabellinnehåll","Antal pågående anställningar"
"staten","kvinnor","2021M04","Antal pågående anställningar - anställningstid <=6 månader",25412
"staten","kvinnor","2021M04","Årlig förändring av antalet pågående anställningar, procent",4.5
"staten","kvinnor","2021M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",4.6
"staten","kvinnor","2021M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",3.8
"staten","kvinnor","2021M05","Antal pågående anställningar",156021
"staten","kvinnor","2021M05","Antal pågående anställningar - anställningstid >6 månader",131909
"staten","kvinnor","2021M05","Antal pågående anställningar - anställningstid <=6 månader",24112
"staten","kvinnor","2021M05","Årlig förändring av antalet pågående anställningar, procent",4.6
"staten","kvinnor","2021M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",5.1
"staten","kvinnor","2021M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",2.0
"staten","kvinnor","2021M06","Antal pågående anställningar",163502
"staten","kvinnor","2021M06","Antal pågående anställningar - anställningstid >6 månader",131917
"staten","kvinnor","2021M06","Antal pågående anställningar - anställningstid <=6 månader",31585
"staten","kvinnor","2021M06","Årlig förändring av antalet pågående anställningar, procent",5.7
"staten","kvinnor","2021M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",5.2
"staten","kvinnor","2021M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.9
"staten","kvinnor","2021M07","Antal pågående anställningar",156703
"staten","kvinnor","2021M07","Antal pågående anställningar - anställningstid >6 månader",131737
"staten","kvinnor","2021M07","Antal pågående anställningar - anställningstid <=6 månader",24966
"staten","kvinnor","2021M07","Årlig förändring av antalet pågående anställningar, procent",4.4
"staten","kvinnor","2021M07","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",4.8
"staten","kvinnor","2021M07","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",1.9
"staten","kvinnor","2021M08","Antal pågående anställningar",152612
"staten","kvinnor","2021M08","Antal pågående anställningar - anställningstid >6 månader",131578
"staten","kvinnor","2021M08","Antal pågående anställningar - anställningstid <=6 månader",21034
"staten","kvinnor","2021M08","Årlig förändring av antalet pågående anställningar, procent",3.4
"staten","kvinnor","2021M08","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",4.1
"staten","kvinnor","2021M08","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",-0.9
"staten","kvinnor","2021M09","Antal pågående anställningar",157393
"staten","kvinnor","2021M09","Antal pågående anställningar - anställningstid >6 månader",131143
"staten","kvinnor","2021M09","Antal pågående anställningar - anställningstid <=6 månader",26250
"staten","kvinnor","2021M09","Årlig förändring av antalet pågående anställningar, procent",3.5
"staten","kvinnor","2021M09","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",3.5
"staten","kvinnor","2021M09","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",3.5
"staten","kvinnor","2021M10","Antal pågående anställningar",157664
"staten","kvinnor","2021M10","Antal pågående anställningar - anställningstid >6 månader",130513
"staten","kvinnor","2021M10","Antal pågående anställningar - anställningstid <=6 månader",27151
"staten","kvinnor","2021M10","Årlig förändring av antalet pågående anställningar, procent",3.2
"staten","kvinnor","2021M10","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.8
"staten","kvinnor","2021M10","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",5.0
"staten","kvinnor","2021M11","Antal pågående anställningar",160301
"staten","kvinnor","2021M11","Antal pågående anställningar - anställningstid >6 månader",130782
"staten","kvinnor","2021M11","Antal pågående anställningar - anställningstid <=6 månader",29519
"staten","kvinnor","2021M11","Årlig förändring av antalet pågående anställningar, procent",3.0
"staten","kvinnor","2021M11","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.5
"staten","kvinnor","2021M11","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",5.5
"staten","kvinnor","2021M12","Antal pågående anställningar",163158
"staten","kvinnor","2021M12","Antal pågående anställningar - anställningstid >6 månader",131923
"staten","kvinnor","2021M12","Antal pågående anställningar - anställningstid <=6 månader",31235
"staten","kvinnor","2021M12","Årlig förändring av antalet pågående anställningar, procent",3.3
"staten","kvinnor","2021M12","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.2
"staten","kvinnor","2021M12","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",7.9
"staten","kvinnor","2022M01","Antal pågående anställningar",155500
"staten","kvinnor","2022M01","Antal pågående anställningar - anställningstid >6 månader",130331
"staten","kvinnor","2022M01","Antal pågående anställningar - anställningstid <=6 månader",25169
"staten","kvinnor","2022M01","Årlig förändring av antalet pågående anställningar, procent",3.2
"staten","kvinnor","2022M01","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",2.1
"staten","kvinnor","2022M01","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",9.5
"staten","kvinnor","2022M02","Antal pågående anställningar",158059
"staten","kvinnor","2022M02","Antal pågående anställningar - anställningstid >6 månader",131104
"staten","kvinnor","2022M02","Antal pågående anställningar - anställningstid <=6 månader",26955
"staten","kvinnor","2022M02","Årlig förändring av antalet pågående anställningar, procent",3.3
"staten","kvinnor","2022M02","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.7
"staten","kvinnor","2022M02","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",11.5
"staten","kvinnor","2022M03","Antal pågående anställningar",158918
"staten","kvinnor","2022M03","Antal pågående anställningar - anställningstid >6 månader",132822
"staten","kvinnor","2022M03","Antal pågående anställningar - anställningstid <=6 månader",26096
"staten","kvinnor","2022M03","Årlig förändring av antalet pågående anställningar, procent",2.8
"staten","kvinnor","2022M03","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.4
"staten","kvinnor","2022M03","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",10.6
"staten","kvinnor","2022M04","Antal pågående anställningar",161493
"staten","kvinnor","2022M04","Antal pågående anställningar - anställningstid >6 månader",133235
"staten","kvinnor","2022M04","Antal pågående anställningar - anställningstid <=6 månader",28258
"staten","kvinnor","2022M04","Årlig förändring av antalet pågående anställningar, procent",2.8
"staten","kvinnor","2022M04","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.2
"staten","kvinnor","2022M04","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",11.2
"staten","kvinnor","2022M05","Antal pågående anställningar",162168
"staten","kvinnor","2022M05","Antal pågående anställningar - anställningstid >6 månader",133209
"staten","kvinnor","2022M05","Antal pågående anställningar - anställningstid <=6 månader",28959
"staten","kvinnor","2022M05","Årlig förändring av antalet pågående anställningar, procent",3.9
"staten","kvinnor","2022M05","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",1.0
"staten","kvinnor","2022M05","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",20.1
"staten","kvinnor","2022M06","Antal pågående anställningar",167305
"staten","kvinnor","2022M06","Antal pågående anställningar - anställningstid >6 månader",132777
"staten","kvinnor","2022M06","Antal pågående anställningar - anställningstid <=6 månader",34528
"staten","kvinnor","2022M06","Årlig förändring av antalet pågående anställningar, procent",2.3
"staten","kvinnor","2022M06","Årlig förändring av antalet pågående anställningar - anställningstid >6 månader, procent",0.7
"staten","kvinnor","2022M06","Årlig förändring av antalet pågående anställningar - anställningstid <=6 månader, procent",9.3
